0.000000000000000000e+00,1.799999999999999933e-01,6.781524926686217924e-02,0.000000000000000000e+00,3.148148148148147696e-01,5.775052692086607431e-01,6.416065911431514390e-01,2.692031390664641477e-01,0.000000000000000000e+00,2.080152671755724492e-01,2.872340425531916264e-01,9.999999999999998890e-01,8.967991169977926336e-02,4.222222222222222210e-01
2.359225391784276087e-04,0.000000000000000000e+00,2.423020527859237883e-01,0.000000000000000000e+00,1.728395061728393856e-01,5.479977007089481544e-01,7.826982492276004511e-01,3.489619801944184863e-01,4.347826086956521618e-02,1.049618320610686828e-01,5.531914893617022599e-01,9.999999999999998890e-01,2.044701986754967060e-01,3.688888888888889328e-01
2.356977440005539174e-04,0.000000000000000000e+00,2.423020527859237883e-01,0.000000000000000000e+00,1.728395061728393856e-01,6.943858976815481254e-01,5.993820803295571986e-01,3.489619801944184863e-01,4.347826086956521618e-02,1.049618320610686828e-01,5.531914893617022599e-01,9.897372535175752439e-01,6.346578366445916608e-02,6.600000000000000311e-01
2.927957191804686954e-04,0.000000000000000000e+00,6.304985337243403098e-02,0.000000000000000000e+00,1.502057613168724659e-01,6.585552787890401882e-01,4.418125643666323543e-01,4.485445898389545660e-01,8.695652173913043237e-02,6.679389312977096482e-02,6.489361702127658393e-01,9.942760603156992616e-01,3.338852097130243224e-02,6.311111111111110672e-01
7.050700754007985845e-04,0.000000000000000000e+00,6.304985337243403098e-02,0.000000000000000000e+00,1.502057613168724659e-01,6.871048093504502630e-01,5.283213182286302656e-01,4.485445898389545660e-01,8.695652173913043237e-02,6.679389312977096482e-02,6.489361702127658393e-01,9.999999999999998890e-01,9.933774834437086865e-02,6.933333333333333570e-01
2.644715267683849977e-04,0.000000000000000000e+00,6.304985337243403098e-02,0.000000000000000000e+00,1.502057613168724659e-01,5.497221689978922798e-01,5.746652935118434780e-01,4.485445898389545660e-01,8.695652173913043237e-02,6.679389312977096482e-02,6.489361702127658393e-01,9.929900650562307751e-01,9.602649006622515637e-02,5.266666666666666163e-01
9.213230365152790154e-04,1.250000000000000000e-01,2.716275659824047284e-01,0.000000000000000000e+00,2.860082304526748720e-01,4.696301973558151266e-01,6.560247167868176188e-01,4.029226418354264205e-01,1.739130434782608647e-01,2.366412213740458070e-01,2.765957446808509079e-01,9.967219728680216662e-01,2.952538631346578457e-01,3.977777777777777302e-01
1.553671871873942142e-03,1.250000000000000000e-01,2.716275659824047284e-01,0.000000000000000000e+00,2.860082304526748720e-01,5.002874113814906876e-01,9.598352214212151345e-01,4.383871818421554711e-01,1.739130434782608647e-01,2.366412213740458070e-01,2.765957446808509079e-01,9.999999999999998890e-01,4.806843267108166784e-01,4.911111111111112204e-01
2.303251392493729441e-03,1.250000000000000000e-01,2.716275659824047284e-01,0.000000000000000000e+00,2.860082304526748720e-01,3.966277064571758215e-01,1.000000000000000000e+00,4.503541907264774768e-01,1.739130434782608647e-01,2.366412213740458070e-01,2.765957446808509079e-01,9.741035856573705409e-01,7.781456953642382768e-01,2.555555555555555913e-01
1.840173326073947643e-03,1.250000000000000000e-01,2.716275659824047284e-01,0.000000000000000000e+00,2.860082304526748720e-01,4.680973366545314596e-01,8.547888774459321271e-01,4.967308968891233634e-01,1.739130434782608647e-01,2.366412213740458070e-01,2.765957446808509079e-01,9.743053104039537393e-01,4.241169977924945100e-01,3.088888888888888795e-01
2.456674101392516182e-03,1.250000000000000000e-01,2.716275659824047284e-01,0.000000000000000000e+00,2.860082304526748720e-01,5.395669668518873197e-01,9.412976313079299828e-01,4.744155171002737981e-01,1.739130434782608647e-01,2.366412213740458070e-01,2.765957446808509079e-01,9.889555701245650310e-01,5.165562913907284504e-01,2.222222222222222654e-01
1.249299201032978831e-03,1.250000000000000000e-01,2.716275659824047284e-01,0.000000000000000000e+00,2.860082304526748720e-01,4.690553745928339735e-01,8.238928939237899485e-01,4.635033509443570732e-01,1.739130434782608647e-01,2.366412213740458070e-01,2.765957446808509079e-01,9.999999999999998890e-01,3.184326710816776651e-01,3.088888888888888795e-01
